id,label
13132,downsample
12630,downsample
11133,downsample
11094,downsample
12057,downsample
3396,downsample
3868,downsample
13534,downsample
2768,downsample
839,downsample
12286,downsample
5063,downsample
12560,downsample
10369,downsample
7646,downsample
8185,downsample
11778,downsample
12645,downsample
9349,downsample
2830,downsample
3216,downsample
5444,downsample
649,downsample
2261,downsample
127,downsample
14577,downsample
8739,downsample
8644,downsample
7625,downsample
12534,downsample
2036,downsample
13484,downsample
5558,downsample
8086,downsample
1736,downsample
9003,downsample
13009,downsample
1308,downsample
14456,downsample
11339,downsample
9636,downsample
4255,downsample
11529,downsample
9835,downsample
9823,downsample
10019,downsample
864,downsample
6834,downsample
3290,downsample
14511,downsample
13012,downsample
3493,downsample
2823,downsample
14335,downsample
7049,downsample
8760,downsample
4296,downsample
13053,downsample
13410,downsample
12392,downsample
10226,downsample
10573,downsample
11913,downsample
2954,downsample
10382,downsample
8673,downsample
7584,downsample
1677,downsample
6464,downsample
13172,downsample
3063,downsample
440,downsample
4372,downsample
2311,downsample
3885,downsample
3039,downsample
6321,downsample
4919,downsample
6627,downsample
6103,downsample
14386,downsample
13306,downsample
8365,downsample
7966,downsample
11845,downsample
5373,downsample
4293,downsample
8636,downsample
10841,downsample
14803,downsample
1059,downsample
1983,downsample
10617,downsample
14863,downsample
13939,downsample
9939,downsample
5815,downsample
9449,downsample
10810,downsample
5525,downsample
3788,downsample
12978,downsample
401,downsample
14310,downsample
8160,downsample
9890,downsample
3,downsample
3757,downsample
13574,downsample
11275,downsample
11541,downsample
3563,downsample
5567,downsample
2900,downsample
6850,downsample
5,downsample
14826,downsample
641,downsample
121,downsample
14381,downsample
3715,downsample
4829,downsample
6789,downsample
3338,downsample
14776,downsample
8726,downsample
14726,downsample
5313,downsample
4982,downsample
10102,downsample
7801,downsample
8114,downsample
14871,downsample
550,downsample
3353,downsample
10991,downsample
3021,downsample
8459,downsample
3198,downsample
6735,downsample
5029,downsample
3823,downsample
1514,downsample
8252,downsample
6274,downsample
764,downsample
6243,downsample
628,downsample
1533,downsample
9645,downsample
1437,downsample
12571,downsample
4539,downsample
9610,downsample
7612,downsample
13418,downsample
8476,downsample
8734,downsample
1389,downsample
5179,downsample
8054,downsample
12722,downsample
476,downsample
6589,downsample
11425,downsample
3301,downsample
9944,downsample
973,downsample
2279,downsample
13640,downsample
11488,downsample
7392,downsample
9333,downsample
5859,downsample
6739,downsample
133,downsample
8565,downsample
199,downsample
5461,downsample
8451,downsample
8895,downsample
770,downsample
1646,downsample
4558,downsample
13152,downsample
13663,downsample
2490,downsample
11256,downsample
3419,downsample
10197,downsample
8988,downsample
264,downsample
14479,downsample
3958,downsample
1394,downsample
10392,downsample
8385,downsample
9278,downsample
14062,downsample
8064,downsample
9426,downsample
7322,downsample
8495,downsample
13079,downsample
12803,downsample
8999,downsample
2895,downsample
5174,downsample
9158,downsample
14764,downsample
9301,downsample
4443,downsample
11954,downsample
1833,downsample
10728,downsample
1181,downsample
7009,downsample
13885,downsample
5140,downsample
113,downsample
11188,downsample
14737,downsample
9763,downsample
12867,downsample
2090,downsample
6984,downsample
4562,downsample
5142,downsample
612,downsample
13355,downsample
12367,downsample
1356,downsample
13930,downsample
650,downsample
7542,downsample
10869,downsample
10234,downsample
8512,downsample
11668,downsample
14170,downsample
11217,downsample
3086,downsample
3638,downsample
8326,downsample
7094,downsample
6171,downsample
9682,downsample
12447,downsample
12101,downsample
14152,downsample
1168,downsample
8030,downsample
508,downsample
11849,downsample
4869,downsample
4436,downsample
9343,downsample
2857,downsample
333,downsample
11327,downsample
2306,downsample
6812,downsample
1893,downsample
14857,downsample
9530,downsample
7772,downsample
2417,downsample
11719,downsample
7052,downsample
3856,downsample
11355,downsample
4098,downsample
7564,downsample
9215,downsample
13963,downsample
3324,downsample
3148,downsample
11378,downsample
14864,downsample
6163,downsample
9033,downsample
9741,downsample
1415,downsample
3258,downsample
3492,downsample
12181,downsample
1675,downsample
5921,downsample
3561,downsample
11777,downsample
7896,downsample
270,downsample
8026,downsample
12204,downsample
4767,downsample
14455,downsample
13776,downsample
5103,downsample
9227,downsample
63,downsample
12481,downsample
8613,downsample
10018,downsample
7905,downsample
6768,downsample
658,downsample
1341,downsample
9714,downsample
5466,downsample
60,downsample
13114,downsample
14193,downsample
86,downsample
4013,downsample
5502,downsample
13188,downsample
8006,downsample
7263,downsample
1598,downsample
12503,downsample
14674,downsample
838,downsample
9425,downsample
5011,downsample
10602,downsample
11750,downsample
14061,downsample
2164,downsample
14619,downsample
4251,downsample
8264,downsample
11513,downsample
2093,downsample
116,downsample
8927,downsample
3649,downsample
11716,downsample
5234,downsample
8718,downsample
3950,downsample
5374,downsample
4148,downsample
10132,downsample
4390,downsample
4771,downsample
3393,downsample
11499,downsample
7390,downsample
14623,downsample
12531,downsample
10480,downsample
13840,downsample
8893,downsample
4333,downsample
5931,downsample
1716,downsample
1455,downsample
10094,downsample
14427,downsample
9594,downsample
10409,downsample
6487,downsample
9995,downsample
11491,downsample
13218,downsample
532,downsample
7922,downsample
9439,downsample
9665,downsample
13093,downsample
7837,downsample
11967,downsample
12536,downsample
6580,downsample
11300,downsample
340,downsample
10977,downsample
10853,downsample
6435,downsample
8717,downsample
2781,downsample
3376,downsample
14138,downsample
9164,downsample
11104,downsample
7885,downsample
12360,downsample
8843,downsample
2725,downsample
5534,downsample
12948,downsample
8060,downsample
1782,downsample
6129,downsample
2972,downsample
7994,downsample
2996,downsample
9991,downsample
3719,downsample
12914,downsample
4649,downsample
6030,downsample
8645,downsample
4993,downsample
6491,downsample
1363,downsample
4542,downsample
718,downsample
11222,downsample
6226,downsample
11463,downsample
9098,downsample
2918,downsample
12261,downsample
2445,downsample
4122,downsample
1725,downsample
10499,downsample
5485,downsample
5258,downsample
1113,downsample
1629,downsample
2010,downsample
4376,downsample
5368,downsample
8314,downsample
7265,downsample
1422,downsample
11437,downsample
12744,downsample
2199,downsample
7728,downsample
2610,downsample
1581,downsample
13927,downsample
12393,downsample
2183,downsample
11245,downsample
5896,downsample
11574,downsample
14292,downsample
8205,downsample
3629,downsample
14676,downsample
10936,downsample
14581,downsample
4357,downsample
79,downsample
14187,downsample
13790,downsample
2466,downsample
12345,downsample
8770,downsample
14315,downsample
6771,downsample
7999,downsample
9544,downsample
12920,downsample
7531,downsample
10059,downsample
1411,downsample
11434,downsample
13682,downsample
1494,downsample
2732,downsample
7357,downsample
6156,downsample
13507,downsample
1241,downsample
11394,downsample
6414,downsample
924,downsample
3322,downsample
7913,downsample
8694,downsample
8398,downsample
11325,downsample
6113,downsample
13732,downsample
12133,downsample
8567,downsample
2655,downsample
11721,downsample
13674,downsample
12491,downsample
166,downsample
12889,downsample
8040,downsample
7960,downsample
10387,downsample
8570,downsample
11258,downsample
10773,downsample
1107,downsample
11196,downsample
601,downsample
9825,downsample
5826,downsample
10614,downsample
9409,downsample
12474,downsample
12652,downsample
3768,downsample
82,downsample
6877,downsample
4227,downsample
13296,downsample
12498,downsample
13831,downsample
2085,downsample
3015,downsample
5350,downsample
7075,downsample
2583,downsample
1127,downsample
9709,downsample
13908,downsample
12154,downsample
129,downsample
2176,downsample
12122,downsample
3243,downsample
2836,downsample
11004,downsample
1808,downsample
10518,downsample
14872,downsample
2854,downsample
1488,downsample
3066,downsample
9804,downsample
7395,downsample
11670,downsample
7756,downsample
3079,downsample
12860,downsample
8049,downsample
3420,downsample
12933,downsample
9457,downsample
13720,downsample
12736,downsample
10967,downsample
6029,downsample
13883,downsample
14490,downsample
10836,downsample
7251,downsample
5262,downsample
5416,downsample
12842,downsample
7485,downsample
11888,downsample
8106,downsample
14927,downsample
5588,downsample
3449,downsample
3421,downsample
13320,downsample
6955,downsample
11418,downsample
13388,downsample
11278,downsample
7101,downsample
790,downsample
3565,downsample
13868,downsample
5669,downsample
6374,downsample
6188,downsample
13482,downsample
3705,downsample
13212,downsample
6180,downsample
5804,downsample
8084,downsample
10173,downsample
258,downsample
7030,downsample
13468,downsample
3238,downsample
3261,downsample
1792,downsample
3504,downsample
603,downsample
1173,downsample
1963,downsample
514,downsample
6603,downsample
11607,downsample
12684,downsample
4413,downsample
14071,downsample
6444,downsample
444,downsample
6924,downsample
8795,downsample
3111,downsample
7521,downsample
8802,downsample
4808,downsample
2572,downsample
9771,downsample
9855,downsample
10889,downsample
9886,downsample
14837,downsample
8563,downsample
4450,downsample
13367,downsample
6434,downsample
7462,downsample
2029,downsample
7180,downsample
5152,downsample
13403,downsample
2431,downsample
5371,downsample
14015,downsample
14552,downsample
7683,downsample
2951,downsample
3185,downsample
12496,downsample
9569,downsample
13648,downsample
45,downsample
1038,downsample
5960,downsample
6590,downsample
2636,downsample
9529,downsample
8154,downsample
12715,downsample
8998,downsample
1205,downsample
9528,downsample
12015,downsample
12639,downsample
5706,downsample
14662,downsample
3806,downsample
6525,downsample
4587,downsample
4266,downsample
3298,downsample
11022,downsample
10775,downsample
4586,downsample
10410,downsample
6080,downsample
13364,downsample
12493,downsample
4706,downsample
7305,downsample
9367,downsample
169,downsample
2980,downsample
3137,downsample
3635,downsample
9543,downsample
13006,downsample
5469,downsample
1282,downsample
13265,downsample
4728,downsample
6007,downsample
13737,downsample
8643,downsample
11646,downsample
5749,downsample
3985,downsample
4955,downsample
14914,downsample
753,downsample
11532,downsample
3874,downsample
2887,downsample
7758,downsample
13722,downsample
11901,downsample
6134,downsample
8509,downsample
10256,downsample
8751,downsample
7161,downsample
12257,downsample
5523,downsample
14192,downsample
8962,downsample
13853,downsample
10402,downsample
7894,downsample
8757,downsample
7068,downsample
14215,downsample
6962,downsample
12320,downsample
11702,downsample
11061,downsample
4149,downsample
5287,downsample
1157,downsample
11351,downsample
4055,downsample
10542,downsample
2927,downsample
4531,downsample
12742,downsample
1548,downsample
13434,downsample
4010,downsample
10640,downsample
8396,downsample
14474,downsample
6238,downsample
11468,downsample
562,downsample
10371,downsample
10000,downsample
13271,downsample
14559,downsample
8454,downsample
10675,downsample
1916,downsample
1039,downsample
691,downsample
5839,downsample
13080,downsample
10491,downsample
13864,downsample
11168,downsample
14860,downsample
1376,downsample
11265,downsample
6964,downsample
5824,downsample
276,downsample
10914,downsample
11999,downsample
10926,downsample
11063,downsample
13667,downsample
1961,downsample
14236,downsample
11944,downsample
442,downsample
8127,downsample
471,downsample
12391,downsample
10881,downsample
4747,downsample
7406,downsample
8913,downsample
4115,downsample
14729,downsample
1158,downsample
889,downsample
3887,downsample
2159,downsample
11494,downsample
12103,downsample
9293,downsample
5070,downsample
9067,downsample
1124,downsample
2160,downsample
8358,downsample
2491,downsample
3808,downsample
13268,downsample
5527,downsample
3201,downsample
6397,downsample
836,downsample
9389,downsample
14510,downsample
1831,downsample
10702,downsample
13709,downsample
918,downsample
6044,downsample
11370,downsample
204,downsample
9647,downsample
667,downsample
7381,downsample
11741,downsample
771,downsample
1839,downsample
8263,downsample
6497,downsample
8987,downsample
14604,downsample
1249,downsample
7597,downsample
10968,downsample
3921,downsample
2386,downsample
7498,downsample
5613,downsample
8884,downsample
1482,downsample
8537,downsample
6893,downsample
9875,downsample
7699,downsample
11577,downsample
4951,downsample
2456,downsample
5133,downsample
117,downsample
2582,downsample
6795,downsample
3725,downsample
13106,downsample
12293,downsample
9479,downsample
5386,downsample
2385,downsample
12398,downsample
3162,downsample
6221,downsample
3413,downsample
8236,downsample
8258,downsample
4045,downsample
14838,downsample
9042,downsample
5021,downsample
1848,downsample
7572,downsample
6681,downsample
11053,downsample
5634,downsample
13741,downsample
5449,downsample
1875,downsample
7405,downsample
1642,downsample
3872,downsample
3040,downsample
10368,downsample
8355,downsample
3094,downsample
2671,downsample
4772,downsample
4530,downsample
14472,downsample
449,downsample
5075,downsample
11509,downsample
4702,downsample
3382,downsample
8661,downsample
6948,downsample
13995,downsample
9473,downsample
7730,downsample
11637,downsample
14482,downsample
12622,downsample
8967,downsample
7077,downsample
7705,downsample
2049,downsample
13644,downsample
1785,downsample
6478,downsample
3389,downsample
12569,downsample
13795,downsample
9556,downsample
7452,downsample
12895,downsample
7132,downsample
1513,downsample
13983,downsample
6544,downsample
9723,downsample
9538,downsample
3618,downsample
11842,downsample
6740,downsample
8981,downsample
12994,downsample
6421,downsample
4682,downsample
10965,downsample
8803,downsample
8331,downsample
7378,downsample
10861,downsample
7959,downsample
3547,downsample
11239,downsample
993,downsample
14385,downsample
14359,downsample
12457,downsample
10793,downsample
399,downsample
8727,downsample
6461,downsample
6642,downsample
10587,downsample
13792,downsample
814,downsample
11826,downsample
12321,downsample
3669,downsample
5009,downsample
10199,downsample
8650,downsample
801,downsample
7235,downsample
9910,downsample
5098,downsample
5658,downsample
2416,downsample
654,downsample
5994,downsample
9492,downsample
12260,downsample
13652,downsample
8695,downsample
13339,downsample
9011,downsample
5840,downsample
14367,downsample
13440,downsample
12823,downsample
16,downsample
13904,downsample
3586,downsample
13438,downsample
12987,downsample
9430,downsample
10232,downsample
4267,downsample
911,downsample
14912,downsample
12252,downsample
7013,downsample
3569,downsample
4881,downsample
3697,downsample
11657,downsample
7790,downsample
3860,downsample
11447,downsample
1930,downsample
9977,downsample
9990,downsample
12685,downsample
13289,downsample
3392,downsample
1775,downsample
4028,downsample
9767,downsample
8716,downsample
7288,downsample
51,downsample
14928,downsample
5805,downsample
3364,downsample
2138,downsample
5303,downsample
681,downsample
4194,downsample
7290,downsample
11118,downsample
10478,downsample
8776,downsample
7115,downsample
4435,downsample
6043,downsample
4105,downsample
10818,downsample
7208,downsample
14037,downsample
9893,downsample
817,downsample
5524,downsample
9728,downsample
13782,downsample
6210,downsample
12191,downsample
4561,downsample
642,downsample
1771,downsample
8461,downsample
10996,downsample
6931,downsample
10309,downsample
1458,downsample
3385,downsample
1879,downsample
2097,downsample
5902,downsample
11093,downsample
12180,downsample
6630,downsample
12844,downsample
1732,downsample
10604,downsample
13154,downsample
6412,downsample
8698,downsample
877,downsample
12196,downsample
10414,downsample
14250,downsample
4256,downsample
12208,downsample
14414,downsample
4420,downsample
6296,downsample
6577,downsample
1135,downsample
11852,downsample
225,downsample
3900,downsample
7721,downsample
3167,downsample
11065,downsample
11117,downsample
5982,downsample
8653,downsample
5482,downsample
533,downsample
456,downsample
8793,downsample
653,downsample
9517,downsample
5835,downsample
5274,downsample
12401,downsample
4284,downsample
10669,downsample
